Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Last update
224.64,-1.6,156.7,Sandy,Salt Lake,KA7EGC,OPEN,,49,17742,40.5802002,-111.8219986,224.64,223.04,156.7,On-Air,2019-04-22
