Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,On-air,Coverage,Features,Coordination,Last update
224.64,-1.6,,N7IMF,"Ephraim, Horseshoe",UT,OPEN,,,175.18,NW,,49,143,39.33670044,-111.4509964,224.64,223.04,Sanpete,DM49GI,Unknown,Wasatch Front from Payson to Tremonton.,E-power.,UVHFS,
