Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,IRLP,Commands,Web links,Coordination,Last update
147.28,0.6,107.2,AD7ZW,Altamont,UT,OPEN,EI,,130.86,NNW,Node Offline,49,14977,40.35969925,-110.28399658,147.28,147.88,107.2,107.2,Duchesne,DN40UI,On-Air,,AD7ZW,Autopatch,458414,3205,B21 = 911 B22 = Local Public Safety Dispatch (Non Emergency) B3 = 3 Minute Autopatch Extension B0 = Autopatch Disconnect,http://ad7zwrepeater.xyz,UVHFS,2016-11-20
