Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Nets,Web links,Coordination,Last update
146.7,-0.6,100,"Salt Lake City, Ensign Peak",Salt Lake,KC7IIB,OPEN,,49,98,40.80810165,-111.88999939,146.7,146.1,100,DN40BT,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Salt Lake Co ARES,"E-power, 5,911'.",Weekly Net: Wed at 20:30 except 4th Wednesday.,http://www.slcoares.net/,UVHFS,2019-02-16
