Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,EchoLink,IRLP,Notes,Web links,Coordination,Last update
146.61,-0.6,88.5,K7SDC,"Monticello, Abajo Peak",UT,OPEN,EI,,139.96,WNW,ON - IDLE,49,60,37.83919907,-109.46199799,146.61,146.01,88.5,San Juan,DM57GU,On-Air,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Sinbad Desert ARC,Remote base.,64264,3270,11.36,http://www.sdarc.us/repeaters/abajo.html,UVHFS,2017-04-07
