Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Sponsor,Coordination,Last update
224.42,-1.6,156.7,W7WJC,"Provo, Lake Mountain",UT,OPEN,,,198.78,WNW,,49,219,40.28250122,-111.93699646,224.42,222.82,156.7,Utah,DN40AG,On-Air,Utah County Radio Club,UVHFS,2017-05-14
