Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Sponsor,Links,Web links,Last update
447.275,-5,100,"Monticello, Abajo Peak",Wayne,KB5ITS,OPEN,,49,18460,37.83940125,-109.46299744,447.275,442.275,100,On-Air,San Juan Connection,Full-time to the SAN JUAN CONNECTION System .,http://www.sjcham.com,2020-01-13
