Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coordination,Last update
447.675,-5,100,Saratoga Springs,Utah,AC7DU,OPEN,,49,15287,40.39139938,-111.92900085,447.675,442.675,100,DN40aj,On-Air,UVHFS,2018-07-23
