Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,On-air,Coverage,Sponsor,Features,Coordination,Last update
223.94,-1.6,,K7QEQ,"Monticello, Abajo Pk",UT,CLOSED,,,139.96,WNW,,49,49,37.83919907,-109.46199799,223.94,222.34,San Juan,DM57GU,Unknown,"Wide area: Southeastern Utah, Southwest Colorado, Northwest New Mexico and extreme Northeastern Arizona, including Monticello, Blanding, and much of Canyonlands National Park.",Grand Mesa Rptr Assoc,11,UVHFS,
