Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Op Status,Coverage,Features,Coordination,Last update
224.96,-1.6,,Syracuse,Davis,NJ7J,OPEN,,49,170,41.08750153,-112.04199982,224.96,223.36,On-Air,Wasatch Front from Ogden to the Utah/Idaho border. Ogden and South Ogden area. North Salt Lake to South Ogden.,4,UVHFS,2019-04-05
