Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,On-air,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
447.125,-5,100,K7YI,"Castle Dale, Cedar Mountain",UT,CLOSED,,,174,WNW,,49,74,39.1719017,-110.6190033,447.125,442.125,100,Emery,DM49QE,Unknown,"Wide area: This covers (approximately) from Price on the west to Green River, Utah toward the south, bounded by the Bookcliffs on the north and east.",San Rafael Cactus Assoc,Cactus-Intertie,7,UVHFS,2008-07-10
