Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Last update
145.35,-0.6,123,W6DZL,Bryce Canyon,UT,OPEN,,,187.55,W,,49,6495,37.40050125,-112.30000305,145.35,144.75,123,Garfield,DM37UJ,On-Air,"Wide Area: Covers much of south-central Utah and parts of northern Arizona from Page, Arizona on the east to Zion National Park on the west.",Emergency Power,2014-01-13
