Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,Op Status,Coverage,Sponsor,Features,Commands,Nets,Coordination,Last update
146.62,-0.6,,"Salt Lake City, Farnsworth Peak",Salt Lake,W7SP,OPEN,,49,212,40.65969849,-112.2009964,146.62,146.02,DN30VP,On-Air,Wide area: Wasatch Front from Payson to Tremonton. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. West Desert areas around Dugway and into Wendover and areas generally to the north and west of the Great Salt Lake.,Utah ARC,E-power.,Synchroneous.,UARC: Sun at 21:00.,UVHFS,2018-08-08
