Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Nets,Coordination,Last update
448.05,-5,100,"Salt Lake City, SLC",Salt Lake,K7CSW,OPEN,,49,14,40.77590179,-111.95300293,448.05,443.05,100,DN40AS,On-Air,Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden,Salt Lake Peaks ARC,4,"CSW Net, Mon-Thur, 7:05am",UVHFS,2014-08-19
