Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coordination,Last update
449.25,-5,110.9,WD7N,Eagle Mountain,UT,OPEN,,,180.98,NW,,49,10179,40.31409836,-112.00700378,449.25,444.25,110.9,Utah,On-Air,UVHFS,2019-04-05
