Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,IRLP,Coordination,Last update
146.66,-0.6,100,W7DHH,"Ephraim, Horseshoe",UT,OPEN,I,,118.64,WNW,,49,190,39.33670044,-111.4509964,146.66,146.06,100,Sanpete,DM49GI,On-Air,Wide area: Provo to Salina.,Skyline Repeater System,"Autopatch, 10,350'.",3576,UVHFS,2017-11-12
