Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,IRLP,Coordination,Last update
448.025,-5,123,Huntsville,Weber,W7DBA,OPEN,,49,140,41.25899887,-111.76300049,448.025,443.025,123,On-Air,3211,UVHFS,2008-07-10
