Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Grid,Op Status,Coverage,Sponsor,Features,Notes,Web links,Coordination,Last update
147.04,0.6,123,K7DAV,"Antelope Island, Frary Peak",UT,OPEN,,Y,85.6,ESE,,49,15,40.9618988,-112.21499634,147.04,147.64,1,Open ↑ / Open ↓,Davis,DN30VX,On-Air,Wide area: North Salt Lake to South Ogden. Wasatch Front from Ogden to the Utah/Idaho border.,Davis Co ARC /VHFS,6,C4FM Fusion Repeater,http://www.dcarc.net,UVHFS,2016-10-03
