Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
224.88,-1.6,156.7,N7IMF,Orem,UT,CLOSED,,,188.23,WNW,,49,282,40.31510162,-111.69599915,224.88,223.28,156.7,Utah,DN40DH,On-Air,Wasatch Front from Payson to Tremonton.,Utah High Desert ARC,UVHFS,2013-11-17
