Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Op Status,Coordination,Last update
449.275,-5,,"Hurricane, Hurricane Mesa",Washington,K5JCA,OPEN,,49,10063,37.1753006,-113.29000092,449.275,444.275,On-Air,UVHFS,2015-03-06
