Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,IPSC Network,Wide Network,County,Grid,Op Status,Coverage,Features,IRLP,AllStar,Web links,Coordination,Last update
447.05,-5,CC1,KR1P,Layton,UT,OPEN,AllStar DMR IRLP,98.89,E,,49,10059,41.05519867,-111.97699738,447.05,442.05,CSQ,1,1,c Record retrieved from radioid.net,,Davis,DN41AB,On-Air,"Davis County, UT 30 km radius.","DMR,YSF/C4FM, AllStar",3515,28463,https://repeater.kr1p.org,UVHFS,2020-09-07
