Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Notes,Web links,Coordination,Last update
53.01,-1,141.3,"Farmington, Shepard Peak",Davis,K7DAV,OPEN,,49,278,41.02560043,-111.83799744,53.01,52.01,141.3,141.3,DN41BA,On-Air,"Davis, Morgan, Weber Counties and North Salt Lake",K7DAV,Davis County Amateur Radio Club,9,"New antenna installed 11/14/2018. Replaced broken antenna, replaced duplexer 9/2/2017",http://www.dcarc.net,UVHFS,2018-11-17
