Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
53.15,-1,146.2,"Salt Lake City, Farnsworth Peak",Salt Lake,KI7DX,OPEN,,49,115,40.65919876,-112.20200348,53.15,52.15,146.2,On-Air,"Wide area: Salt Lake Valley communities from Salt Lake City to Draper. Utah County from Alpine to Payson. Tooele Valley and communities from Grantsville down toward Vernon. Interstate 80 corridor west of the Wasatch Front to the Nevada border. South Davis County, from North Salt Lake to Farmington.",WA7X,9,"Full-time to 448.15000 (KI7DX) at Salt Lake City, Farnsworth Peak, UT .",http://www.wa7x.com/ki7dx_rpt.html,UVHFS,2015-07-20
