Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
145.125,-0.6,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,DSTAR,85.93,ESE,,49,3529,40.65919876,-112.20200348,145.125,144.525,1,KF6RAL (C) Gateway,jfindu lookup / dstar-users lookup,Salt Lake,DN30VP,On-Air,"Wide area: South to Nephi, North to Malad, East to Evanston, West to Wendover.",Utah VHF Society,UVHFS,2017-01-18
