Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,Grid,Op Status,Coordination,Last update
447.95,-5,DSTR,"Torquerville, Hurricane Mesa",Washington,KF7YIX,OPEN,,49,11158,37.23320007,-113.23100281,447.95,442.95,1,KF7YIX (B) Gateway Repeater,jfindu lookup / dstar-users lookup,DM37JF,On-Air,UVHFS,2015-08-04
