Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
147.3,0.6,100,"Tooele, South Mountain",Tooele,W7EO,OPEN,,49,197,40.45999908,-112.40899658,147.3,147.9,100,DN30TL,On-Air,Wasatch Front from Payson to the Utah/Idaho border.,West Desert ARC,UVHFS,2014-01-20
