Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Op Status,Sponsor,Web links,Coordination,Last update
449.375,-5,,"Logan, Sedgwick Peak",Cache,AE7TA,OPEN,,49,18470,39.32099915,-111.09400177,449.375,444.375,On-Air,Bridgerland ARC,BARC Repeaters,UVHFS,2020-01-19
