Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update
449.925,-5,100,W7CWI,"Page (AZ), Navajo Mountain",UT,OPEN,,,199.6,WSW,,49,183,37.03419876,-110.8690033,449.925,444.925,100,San Juan,DM47NA,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",Lake Powell ARG,10,UVHFS,2014-12-20
