Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Coordination,Last update
145.47,-0.6,123,"Ogden, Powder Mountain",Weber,KC7SUM,OPEN,,49,94,41.37060165,-111.76599884,145.47,144.87,123,DN41CI,On-Air,Wide area: Cache and Morgan valleys.,UVHFS,2019-02-19
