Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Location Photo,Grid,On-air,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.675,-5,,"Milford, Frisco Peak",Beaver,K7JL,CLOSED,,49,27,38.52030182,-113.28700256,448.675,443.675,1,DM38IM,Unknown,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada.",Desert ARS,Cactus-Intertie,9,UVHFS,2019-02-25
