Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,On-air,Coverage,Web links,Coordination,Last update
449.25,-5,131.8,WB7REL,"Sterling, Salina Canyon",UT,OPEN,,,128.8,WNW,,49,256,39.20159912,-111.72799683,449.25,444.25,131.8,Sevier,DM49DE,Unknown,"Wide area: The general area of Salina, including Scipio, Manti, and south of Richfield, and coverage east into Emery, Ferron, and the San Rafael Desert.",http://www.sanpeteso.org/skyline/skyline_files/frame.html,UVHFS,2015-07-25
