Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Features,Links,Coordination,Last update
449.325,-5,156.7,Logan,Cache,N7RRZ,OPEN,,49,154,41.76860046,-111.80400085,449.325,444.325,156.7,On-Air,Logan and immediately surrounding communities.,4,"Full-time to 147.24000 (N7RRZ) at Logan, UT .",UVHFS,2014-02-02
