Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,Nets,Coordination,Last update
146.64,-0.6,100,"St George, Webb Hill",Washington,W7DRC,OPEN,Node Offline,49,193,37.10639954,-113.59700012,146.64,146.04,100,DM37EC,On-Air,St. George and the neighboring communities.,Dixie ARC,"Autopatch, 3,270'.","Full-time to 145.49000 (W7DRC) at St George, Utah Hill, UT . Full-time to 145.45000 (W7DRC) at Toquerville, Toquerville Hill, UT .",678741,Sun at 20:00.,UVHFS,2019-05-12
