Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Op Status,Coverage,IRLP,Commands,Coordination,Last update
447.15,-5,114.8,Clearfield,Davis,KR7K,OPEN,,49,123,41.1108017,-112.02500153,447.15,442.15,114.8,114.8,On-Air,North Salt Lake to Tremonton.,3607,IRLP: No special access codes.,UVHFS,2015-10-02
