Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Notes,Web links,Coordination,Last update
147.08,0.6,136.5,K7SDC,"Hanksville, Ellen Peak",UT,OPEN,EI,,169.52,W,ON - IDLE,49,56,38.07260132,-110.79499817,147.08,147.68,136.5,Wayne,DM48OB,On-Air,"Wide area: Areas around the Henry Mountain range in southeastern Utah including Hanksville, Hite, Boulder, Escalante, and Bullfrog.",Sinbad Desert ARC,"Closed autopatch, remote base.",Full-time to the Sinbad Desert (SDARC) System .,64264,3270,11,http://sdarc.us/repeaters/mt-ellen.html,UVHFS,2018-08-11
