Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,On-air,Coverage,Features,Coordination,Last update
147.38,0.6,,Ogden,Weber,WB7TSQ,OPEN,,49,260,41.19329834,-112.00900269,147.38,147.98,Unknown,Wide area: Wasatch Front from Payson to Tremonton.,4,UVHFS,2008-07-10
