Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Features,Links,IRLP,Coordination,Last update
449.475,-5,100,WA7GIE,"Provo, Lake Mountain",UT,OPEN,I,,175.46,NW,,49,231,40.26169968,-111.9280014,449.475,444.475,100,Utah,DN40AG,On-Air,Wide area: Utah County from Alpine to Payson.,7,"Full-time to 449.42500 (WA7GIE) at Salt Lake City, Nelson Peak, UT .",5620,UVHFS,2017-03-09
