Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Coordination,Last update
147.34,0.6,136.5,KG7DSO,"Vernal, Tabby Mountain",UT,OPEN,,,142.03,NNW,,49,121,40.35490036,-110.7990036,147.34,147.94,136.5,Uintah,DN40OI,On-Air,Wide area.,Borderline Amateur Radio Club,Roosevelt Junior High School Amateur Radio Club,"Full-time to 147.10000 (W7BAR) at Vernal, Blue Mountain, UT .",9,UVHFS,2017-05-14
