Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
145.25,-0.6,123,"Ogden, Weber State University",Weber,KD7FDH,OPEN,,49,111,41.19070053,-111.94000244,145.25,144.65,123,123,DN41AE,On-Air,Ogden and surrounding area,Weber State University Amateur Radio Club,Autopatch.,Weber State University Amateur Radio Club,UVHFS,2014-12-18
