Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
145.31,-0.6,103.5,Red Spur,Cache,WA7KMF,OPEN,,49,241,41.6371994,-111.41600037,145.31,144.71,103.5,DN41HP,On-Air,Wide area: Logan and immediately surrounding communities.,Bridgerland ARC,"Autopatch, 5,700'.","Full-time to 146.72000 (WA7KMF) at Logan, Mt Logan, UT .",BARC Repeaters,UVHFS,2016-12-13
