Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Features,Links,IRLP,Coordination,Last update
449.425,-5,100,"Salt Lake City, Nelson Peak",Salt Lake,WA7GIE,OPEN,,49,229,40.61360168,-112.18699646,449.425,444.425,100,DN30VO,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,9,"Full-time to 449.55000 (WA7GIE) at Wendover, Wendover Peak, UT . Full-time to 449.47500 (WA7GIE) at Provo, Lake Mountain, UT .",5620,UVHFS,2017-03-09
