Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Web links,Coordination,Last update
146.64,-0.6,103.5,"Logan, Cache CSO",Cache,WA7MXZ,OPEN,,49,243,41.63240051,-111.86799622,146.64,146.04,103.5,DN41BP,On-Air,Logan and immediately surrounding communities.,Bridgerland ARC,Autopatch.,BARC Repeaters,UVHFS,2020-01-18
