Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,WIRES-X,Op Status,Coverage,Features,Notes,Last update
447.3625,-5,,"Tooele, Home QTH",Tooele,N6RBV,OPEN,,49,18349,40.57479858,-112.29199982,447.3625,442.3625,40714,On-Air,Tooele Valley,WIRES X,Linked to SO California,2020-02-26
