Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Notes,Coordination,Last update
146.96,-0.6,100,W7WAC,"Page (AZ), Navajo Mountain",UT,OPEN,,,130.73,SW,,49,218,37.03419876,-110.8690033,146.96,146.36,100,San Juan,DM47NA,On-Air,"Wide area: Lake Powell area from Bullfrog to Wahweap and Hite, toward the south into Arizona and North as far as Boulder.",KE7OZE,Intermountain Intertie,10,UVHFS,2018-06-18
