Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Sponsor,Affiliate,Features,EchoLink,IRLP,Coordination,Last update
449.9,-5,100,Cedar City,Iron,WA7GTU,OPEN,Node Offline,49,237,37.7256012,-113.06800079,449.9,444.9,100,DM37LR,On-Air,WA7GTU,RCARC,5,193065,3574,UVHFS,2018-03-08
