Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Coverage,Sponsor,Coordination,Last update
1287,-20,,KF6RAL,"Salt Lake City, Farnsworth Peak",UT,OPEN,,S,85.93,ESE,,49,3527,40.65919876,-112.20200348,1287,1267,1,KF6RAL (A) Gateway,jfindu lookup / dstar-users lookup,Salt Lake,On-Air,"Wide Area: South to Nephi, North to Malad, Idaho, East to Evanston, Wyoming and West to Wendover.",Utah VHF Society,UVHFS,2011-04-04
