Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Op Status,Web links,Last update
1299.75,-20,,AC7O,"Logan, Mt Logan",UT,OPEN,,S,124.25,E,,49,11084,41.72460175,-111.8010025,1299.75,1279.75,1,AC7O (A),jfindu lookup / dstar-users lookup,Cache,On-Air,http://barconline.org/repeaters/,2014-02-02
