Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Features,Links,Coordination,Last update
147.16,0.6,127.3,"Salt Lake City, Ensign Peak",Salt Lake,WA7SNS,OPEN,,49,244,40.80810165,-111.88999939,147.16,147.76,127.3,DN40BT,On-Air,Salt Lake Valley communities from Salt Lake City to Draper.,"Autopatch, 5,800', linked to (147.240).","Full-time to 147.14000 (K7MLA) at West Jordan, Butterfield Peak, UT .",UVHFS,2014-03-14
