Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Notes,Nets,Web links,Last update
447.95,-5,,KO7SLC,"Murray, Intermountain Med Ctr",UT,OPEN,,S,102.19,ESE,,49,7180,40.66130066,-111.88999939,447.95,442.95,1,KO7SLC (B) Repeater,jfindu lookup / dstar-users lookup,Salt Lake,DN40BP,On-Air,Salt Lake county.,Salt Lake County ARES,"E-power, linked to 1298.180 (DV) High Speed Data.","Full-time to 145.15000 (KO7SLC) at Murray, Intermountain Med Ctr, UT .","No Internet or gateway functions available, yet.",146.7,http://www.slcoares.net/,2012-06-14
