Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Coordination,Last update
448.325,-5,103.5,K7UCS,"Provo, Lake Mountain",UT,CLOSED,,,198.84,WNW,,49,68,40.28310013,-111.93800354,448.325,443.325,103.5,Utah,DN40AG,On-Air,Wide area: Utah County from Alpine to Payson.,Utah Co ARES,7,"Full-time to 449.67500 (K7UCS) at Provo, Lake Mountain, UT .",UVHFS,2015-03-25
