Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Coordination,Last update
449.775,-5,,K8BKT,Pleasant Grove,UT,OPEN,,,172.99,NW,,49,11817,40.36410141,-111.73899841,449.775,444.775,Utah,On-Air,UVHFS,2015-03-25
