Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
448.625,-5,,WA7GIE,"Riverton, Flat Top",UT,CLOSED,,,186.53,NW,,49,230,40.43529892,-112.0059967,448.625,443.625,Salt Lake,DN30XK,On-Air,Wide area: Salt Lake Valley communities from Salt Lake City to Draper.,Desert ARS,Cactus-Intertie,Remote base.,UVHFS,2015-06-08
