Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Notes,Coordination,Last update
448.4,-5,100,Cedar City,Iron,WA7GTU,OPEN,,49,126,37.7256012,-113.06800079,448.4,443.4,100,DM37LR,On-Air,Wide area: Cedar City and nearby communities.,WA7GTU,HF remote base.,5,UVHFS,2013-03-27
