Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Affiliate,Links,Notes,Nets,Web links,Coordination,Last update
146.94,-0.6,100,"Milford, Frisco Peak",Beaver,WR7AAA,OPEN,,49,267,38.52030182,-113.28700256,146.94,146.34,100,DM38IM,On-Air,"Wide area: From Cedar City up toward Delta, Utah, and into eastern Nevada. 50 mi radius.",WA7GTU,"Intermountain Intertie, Rainbow Canyons ARC","Full-time to 147.18000 (K7JL) at Snowbird, Hidden Peak, UT . Full-time to 147.12000 (K7JL) at Salt Lake City, Farnsworth Peak, UT . Full-time to the Intermountain Intertie System .",9,State RACES: 3rd Thursday of even-numbered months.,RCARC System,UVHFS,2016-05-21
