Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Nets,Last update
448.925,-5,100,"Lehi, City Offices",Utah,KI7USB,OPEN,,49,17980,40.38940048,-111.84899902,448.925,443.925,100,On-Air,"Utah County, Alpine to Payson",Lehi CERT Net Wednesdays 8 pm,2019-09-01
