Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Op Status,Coverage,Coordination,Last update
448.275,-5,107.2,Ogden,Weber,WB7TSQ,OPEN,,49,261,41.21020126,-111.97100067,448.275,443.275,107.2,On-Air,Wide area.,UVHFS,2008-07-10
