Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Sponsor,Features,Links,EchoLink,IRLP,Notes,Nets,Web links,Coordination,Last update
147.22,0.6,123,Riverside,Box Elder,K7UB,OPEN,Node Offline,49,117,41.77949905,-112.17900085,147.22,147.82,123,DN31VS,On-Air,"Riverside, Garland, Tremonton and surrounding areas.",GSARC,5,"Full-time to 145.43000 (K7UB) at Howell, Blue Springs Hill, UT . Full-time to 448.30000 (K7UB) at Howell, Blue Springs Hill, UT . Full-time to 145.29000 (K7UB) at Brigham City, UT .",645522,7172,Dial '*' before Echolink and '#' before IRLP.,Willard/Perry Sun at 19:00 (MST). Box Elder Emergency Training: Sun at 19:30. GSARC Business - Wed at 20:00.,UBETARC,UVHFS,2016-06-15
