Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Coordination,Last update
449,-5,,"Salt Lake City, Nelson Peak",Salt Lake,WA7GIE,CLOSED,,49,228,40.61360168,-112.18699646,449,444,DN30VO,On-Air,Wide area: Utah County from Alpine to Payson. Salt Lake Valley communities from Salt Lake City to Draper. North Salt Lake to South Ogden.,Desert ARS,Cactus-Intertie,9,UVHFS,2013-11-16
