Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Web links,Last update
447.95,-5,,KB7BSK,Sterling,UT,OPEN,,S,180.1,NW,,49,14749,39.1935997,-111.69200134,447.95,442.95,1,KB7BSK (B),jfindu lookup / dstar-users lookup,Utah,Unknown,http://skylineradioclub.com,2016-05-16
