Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Grid,Op Status,Coverage,Features,Notes,Coordination,Last update
146.76,-0.6,123,"Cedar City, Iron Mountain",Iron,K7JH,OPEN,,49,26,37.6446991,-113.37400055,146.76,146.16,123,DM37HP,On-Air,Wide area: Cedar City and nearby communities.,"Closed autopatch, 7,680'.",KBRE tower.,UVHFS,2014-02-02
