Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Grid,Op Status,Coverage,Sponsor,Notes,Web links,Coordination,Last update
447.35,-5,CC1,NU7TS,"Ogden, Promontory Point",UT,OPEN,DMR,79.85,E,,49,16769,41.25730133,-112.44100189,447.35,442.35,1,1,314908,Brandmeister c Record retrieved from radioid.net,BrandMeister US,BrandMeister,Box Elder,DN31sg,On-Air,"Box Elder, Weber, Davis, SL, Tooele",WA7KMF,6,https://www.dmr-utah.net/,UVHFS,2019-12-15
