Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,D-STAR Enabled,Node,Sources,County,On-air,Web links,Last update
145.15,-0.6,,KB7BSK,Sterling,UT,OPEN,DSTAR,181.09,WNW,,49,14748,39.1935997,-111.69200134,145.15,144.55,1,KB7BSK (C),jfindu lookup / dstar-users lookup,Sanpete,Unknown,http://skylineradioclub.com,2019-03-02
