Frequency,Offset,Tone Up / Down,Location,County,Call,Use,,state_id,ID,Latitude,Longitude,Downlink,Uplink,On-air,Coordination,Last update
447.6,-5,,Eden,Weber,KJ7YE,OPEN,,49,118,41.29790115,-111.81500244,447.6,442.6,Unknown,UVHFS,2008-07-10
