Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Affiliate,Features,IRLP,Coordination,Last update
146.72,-0.6,100,WB7REL,"Manti, Barton Peak",UT,OPEN,I,,188.5,NW,,49,255,38.93019867,-111.81400299,146.72,146.12,100,Sanpete,On-Air,Skyline,Skyline Repeater System,7,3576,UVHFS,2015-06-20
